Approved symbol	Previous symbols	Pubmed IDs	Synonyms
ZBTB33			ZNF-kaiso, kaiso, WUGSC:H_DJ525N14.1, KAISO, ZNF348
ZBTB34		16718364	KIAA1993, MGC24652, ZNF918
ZBTB37		12477932	MGC2629, ZNF908
ZBTB38		18375381, 21188497, 24726359	FLJ35036, CIBZ, ZNF921, PPP1R171
ZBTB39		9205841	KIAA0352, ZNF922
ZBTB40			KIAA0478, ZNF923
ZBTB40-IT1			
ZBTB41			FRBZ1, FLJ36199, DKFZp686C06120, ZNF924
ZBTB42			ZNF925
ZBTB43	ZNF297B		KIAA0414, ZNF-X, FLJ22470, ZBTB22B
ZBTB44	BTBD15	11042152	HSPC063, ZNF851
ZBTB45	ZNF499		FLJ14486
ZBTB45P1			
ZBTB45P2			
ZBTB46	ZNF340, BTBD4		FLJ13502, RINZF, BZEL
ZBTB46-AS1			
ZBTB47	ZNF651	10574461	KIAA1190, DKFZp434N0615
ZBTB48	HKR3	2850480, 8661141, 28082411	ZNF855, TZAP
ZBTB49	ZNF509	25245946	FLJ38559
ZC2HC1A	C8orf70, FAM164A	10810093	CGI-62
ZC2HC1B	FAM164B, C6orf94		dJ468K18.5
ZC2HC1C	C14orf140, FAM164C		
ZC3H3	ZC3HDC3	8590280	KIAA0150
ZC3H4	C19orf7		KIAA1064
ZC3H6	ZC3HDC6		FLJ41410, FLJ45877, KIAA2035
ZC3H7A	ZC3HDC7, ZC3H7	11042152	HSPC055, FLJ20318
ZC3H7B		10470851, 11230166	RoXaN, FLJ13787, DKFZp434K0920, KIAA1031
ZC3H8	ZC3HDC8	12477932	Fliz1
ZC3H10	ZC3HDC10	18814840	FLJ14451
ZC3H11A	ZC3HDC11A	9734811	KIAA0663
ZC3H11B	ZC3HDC11B		
ZC3H12A		18178554, 22055188	FLJ23231, MCPIP1
ZC3H12B	CXorf32	18178554	MCPIP2
ZC3H12C		11214970, 18178554	KIAA1726, MCPIP3
ZC3H12D	C6orf95	18178554	dJ281H8.1, MCPIP4
ZC3H13	KIAA0853	10048485	DKFZp434D1812, Xio
ZC3H14		10508479	FLJ11806, UKp68, NY-REN-37
ZC3H15		10880228	LEREPO4
ZC3H18		17579712	NHN1
ZC3H18-AS1	C16orf85, LINC00859		FLJ45530
ZC3HAV1		12215647, 12851707, 25635049	ZAP, FLB6421, FLJ13288, MGC48898, ZC3HDC2, ZC3H2, PARP13
ZC3HAV1L	C7orf39		MGC14289
ZC3HC1		11042152	NIPA
ZC4H2	KIAA1166, WWS	10574461, 12097419, 23623388	HCA127
ZCCHC2	C18orf49	11214970	FLJ20281, KIAA1744, FLJ20222
ZCCHC3	C20orf99		dJ1103G7.7
ZCCHC4		11042152	HSPC052, FLJ23024, ZGRF4
ZCCHC7			FLJ22611, AIR1
ZCCHC8		16263084, 21855801	DKFZp434E2220
ZCCHC9		18721783	DKFZp761J139, PPP1R41
ZCCHC10		12477932	FLJ20094
ZCCHC12		21739307, 19578717	FLJ16123, SIZN, SIZN1, PNMA7A
ZCCHC13			4930513O09RIK, Cnbp2, ZNF9L
ZCCHC14		9628581	BDG29, MGC14139
ZCCHC17		12202495, 12893261	PS1D, HSPC251, pNO40
ZCCHC18			SIZN2, PNMA7B
ZCCHC23			FLJ45231
ZCCHC24	C10orf56	12477932	FLJ90798, Z3CXXC8
ZCRB1		15146077, 16959469	MADP-1, MADP1, RBM36, ZCCHC19, SNRNP31
ZCWPW1		11230166, 14607086, 20826339	FLJ10057, DKFZp434N0510, ZCW1
ZCWPW2		14607086	ZCW2
ZDBF2		10997877	FLJ45338, KIAA1571
ZDHHC1	C16orf1	10395086	HSU90653, ZNF377
ZDHHC2		10918388	ZNF372, DHHC2
ZDHHC3		19955568	ZNF373, GODZ, DHHC3
ZDHHC4			FLJ10479, ZNF374
ZDHHC4P1			
ZDHHC5		11214970	KIAA1748, ZNF375, DHHC5
ZDHHC6			ZNF376, FLJ21952
ZDHHC7		27380321	FLJ10792, ZNF370, FLJ20279, SERZ-B, SERZ1, DHHC7
ZDHHC8		10574462, 15184899	ZNF378, KIAA1292
ZDHHC8P1	ZDHHC8P		FLJ31568
ZDHHC9	ZDHHC10, CXorf11	10810093, 17436253	ZNF379, CGI-89, ZNF380
ZDHHC11			ZNF399, FLJ13153
ZDHHC11B			
ZDHHC12			ZNF400, FLJ14524
ZDHHC13		18794299	FLJ10852, FLJ10941, HIP14L
ZDHHC14			FLJ20984, NEW1CP
ZDHHC15			FLJ31812, MRX91, DHHC15
ZDHHC16		12021275	APH2
ZDHHC17		9700202, 18794299	HIP14, HYPH, KIAA0946
ZDHHC18			DKFZp667O2416
ZDHHC19			MGC33345
ZDHHC20			FLJ25952, DHHC20
ZDHHC20-IT1			
ZDHHC20P1			OTTHUMG00000086707
ZDHHC20P2			OTTHUMG00000133740
ZDHHC20P3			
ZDHHC20P4			
ZDHHC21		19956733	HSPC097, DNZ1, DHHC21
ZDHHC22	C14orf59		
ZDHHC23		22399288	MGC42530
ZDHHC24			
ZEB1	TCF8, PPCD3	1427828, 1840704, 15384081, 16252232	BZP, ZEB, AREB6, NIL-2-A, Zfhep, Zfhx1a, FECD6
ZEB1-AS1		26617942, 28075045, 27829995	
ZEB2	ZFHX1B		KIAA0569, SIP-1, SIP1
ZEB2-AS1	ZEB2AS, ZEB2-AS	18347095, 26152796	ZEB2NAT
ZEB2P1	ZEB1P1		
ZEBTR		29970904	LncRNA-BX111
ZER1	C9orf60, ZYG11BL	11719588	ZYG, Hzyg
ZFAND1		24121501	FLJ14007
ZFAND2A		20185824	AIRAP
ZFAND2B		18467495	AIRAPL
ZFAND3	TEX27		FLJ13222
ZFAND4	ANUBL1		FLJ40185
ZFAND5	ZNF216, ZA20D2	9758550	ZFAND5A
ZFAND6	ZA20D3	11054541	ZFAND5B, AWP1
ZFAND6P1			
ZFAS1	C20orf199, NCRNA00275, ZNFX1-AS1	21460236	HSUP1, HSUP2
ZFAT	ZNF406, ZFAT1	10819331, 18329245	KIAA1485
ZFAT-AS1	ZFATAS, ZFAT-AS	15294872, 22894909	SAS-ZFAT, NCRNA00070
ZFC3H1	PSRC2, CCDC131	9628581	MGC23401, KIAA0546, CSRC2
ZFHX2	ZNF409	11214970, 10470851	KIAA1762, KIAA1056, ZFH-5
ZFHX2-AS1		16257534	
ZFHX3	ATBF1	1719379, 7592926	ZNF927
ZFHX4		10873665, 11935336	ZFH4, FLJ20980
ZFHX4-AS1			
ZFP1		2574853	FLJ34243, ZNF475
ZFP2			FLJ21628, ZNF751
ZFP3			FLJ30726, ZNF752
ZFP14		10997877	KIAA1559, ZNF531
ZFP28			KIAA1431, mkr5
ZFP30		10231032	ZNF745, KIAA0961
ZFP36		1699942	RNF162A, TIS11, G0S24, TTP, NUP475
ZFP36L1	BRF1	8024689	RNF162B, Berg36, ERF1, TIS11B, cMG1
ZFP36L2	BRF2	7835719, 8545129, 14981510, 17172869	ERF2, RNF162C, TIS11D
ZFP37			ZNF906
ZFP41		11214971	FLJ38705, FLJ00028, ZNF753
ZFP42		12110702	REX1, ZNF754
ZFP57	C6orf40		ZNF698, bA145L22, bA145L22.2
ZFP62		8808410	FLJ34231, ZET, ZNF755
ZFP64	ZNF338	9034307	FLJ10734, dJ831D17.1, FLJ12628, dJ548G19.1
ZFP64P1	ZNF405P		
ZFP69	ZNF642		ZKSCAN23A, FLJ16030, ZFP69A, ZSCAN54A
ZFP69B	ZNF643		ZKSCAN23B, FLJ34293, ZSCAN54B
ZFP82	ZNF545	11853319	MGC45380, KIAA1948
ZFP90		7576184	KIAA1954, NK10, ZNF756
ZFP91		12738986, 20682767	PZF, ZNF757
ZFP91-CNTF		12738986	
ZFP92			ZNF897
ZFPL1		9653652	D11S750, MCG4
ZFPM1			FOG1, FOG, ZNF89A, ZC2HC11A
ZFPM2		9927675, 10438528	FOG2, hFOG-2, ZNF89B, ZC2HC11B
ZFPM2-AS1		29491376, 29985481	SCAT3
ZFR		11574164, 24482476	ZFR1, SPG71
ZFR2	KIAA1086	10470851	
ZFRP1			
ZFX			ZNF926
ZFX-AS1			
ZFY		2497060	ZNF911
ZFY-AS1	ZFYAS, ZFY-AS		
ZFYVE1	ZNFN2A1	11024279, 11256955	DFCP1, KIAA1589, TAFF1, PPP1R172
ZFYVE9	MADHIP	9865696	SMADIP, SARA, PPP1R173
ZFYVE9P1			
ZFYVE9P2			
ZFYVE16		11546807	KIAA0305, PPP1R69
ZFYVE19		24814515	FLJ14840, ANCHR
ZFYVE21		21768110	MGC2550, ZF21
ZFYVE26	SPG15	9205841, 18394578	KIAA0321
ZFYVE27		14702039	FLJ32919, SPG33
ZFYVE28		10997877	KIAA1643
ZG16	JCLN	21110947	hZG16, JCLN1, ZG16A
ZG16B		21110947	HRPE773, PRO1567, JCLN2
ZGLP1		16982049	GLP1, GLP-1, GATAD3
ZGPAT	KIAA1847	16952911	dJ583P15.3, MGC44880, FLJ14972, ZC3HDC9, ZC3H9, GPATC6, GPATCH6, ZIP
ZGRF1	C4orf21	12477932	FLJ11331
ZHX1		10441475	
ZHX1-C8orf76			
ZHX2		10048485, 12741956	KIAA0854
ZHX3	TIX1	9455477	KIAA0395
ZIC1		8542595	ZIC, ZNF201
ZIC2		9771712	HPE5
ZIC3	HTX1	8298651, 7747776	HTX, ZNF203
ZIC4			
ZIC4-AS1			
ZIC5			
ZIK1			ZNF762
ZIK1P1			
ZIM2			ZNF656
ZIM2-AS1		19539734	ZIM2as
ZIM3			ZNF657
ZKSCAN1	ZNF139, ZNF36		KOX18, PHZ-37, ZSCAN33
ZKSCAN2	ZNF694		FLJ23199, ZSCAN34
ZKSCAN2-DT		29780284	CTD-2547G23.4
ZKSCAN3	ZNF306, ZNF309	10520746, 22531714	Zfp47, ZF47, ZSCAN35
ZKSCAN4	ZNF307, ZNF427	19008334	p373c6.1, P1P373C6, FLJ32136, ZSCAN36
ZKSCAN5	ZFP95	10585779	ZNF914, ZSCAN37
ZKSCAN7	ZNF64, ZNF448, ZNF167	7814019, 1505991	FLJ12738, ZSCAN39
ZKSCAN7-AS1		29959764	RP11-944L7.4
ZKSCAN7P1			
ZKSCAN8	ZNF192		LD5-1, ZSCAN40
ZMAT1			KIAA1789
ZMAT2		12477932	FLJ31121, hSNU23, Snu23
ZMAT3		9400996, 11689294	WIG1, MGC10613, FLJ12296, WIG-1, PAG608
ZMAT4		21269563	FLJ13842
ZMAT5	ZC3H19	9847074	SNRNP20
ZMIZ1	RAI17	15626329	RP11-519K18.1, KIAA1224, FLJ13541, hZIMP10, Zimp10, MIZ
ZMIZ1-AS1			
ZMIZ2			KIAA1886, hZIMP7, ZIMP7, DKFZp761I2123, NET27
ZMPSTE24		10373325, 9700155, 16671095	FACE-1, Ste24p, STE24, HGPS, PRO1
ZMYM1		12477932	FLJ23151, MYM
ZMYM2	ZNF198	9499416, 9425908	RAMP, FIM, MYM
ZMYM3	ZNF261	10486218	ZNF198L2, DXS6673E, KIAA0385, MYM
ZMYM4	ZNF262	10449923	KIAA0425, ZNF198L3, MYM
ZMYM4-AS1			
ZMYM5	ZNF237		ZNF198L1, MYM
ZMYM6	ZNF258	10486218, 23533661	ZNF198L4, MYM, Buster2, ZBED7
ZMYND8	PRKCBP1		RACK7
ZMYND10		12629521, 23891469	BLU, CILD22, DNAAF7
ZMYND10-AS1			
ZMYND11		7621829, 10734313	BS69
ZMYND12		11230166	DKFZp434N2435
ZMYND15		11230166	DKFZp434N127
ZMYND19			MIZIP
ZMYND19P1			
ZNF2		8183940, 1945843	A1-5, ZNF661, Zfp661
ZNF3			A8-51, KOX25, PP838, FLJ20216, HF.12, Zfp113
ZNF7		2106481, 1946370	KOX4, HF.16
ZNF8		2106481	HF.18, Zfp128
ZNF10		7865130, 8262519	KOX1
ZNF12	ZNF325		KOX3, GIOT-3
ZNF14			KOX6, GIOT-4
ZNF16			KOX9
ZNF17		2115127, 2014798	HPF3, KOX10, KIAA1947, FLJ40864, FLJ46058, FLJ46615
ZNF18		15702252	ZKSCAN6, KOX11, HDSG1, Zfp535, ZNF535, ZSCAN38
ZNF19		1505991, 1946370	KOX12, MGC51021
ZNF20			KOX13
ZNF22			KOX15, HKR-T1, ZNF422, Zfp422
ZNF23	ZNF359		KOX16, Zfp612, ZNF612
ZNF24	ZNF191		ZSCAN3, Zfp191, KOX17
ZNF25		1639412, 8464732	KOX19, FLJ31890, Zfp9
ZNF25-DT			
ZNF26			KOX20, FLJ20755
ZNF28			KOX24, DKFZp781D0275
ZNF29P	ZNF29	2288909	KOX26
ZNF30			KOX28, DKFZp686N19164, FLJ20562
ZNF30-AS1			
ZNF32			KOX30
ZNF32-AS1	ZNF32OS1		bA402L1.8
ZNF32-AS2	ZNF32OS2		b402L1.7
ZNF32-AS3	C10orf44		bA402L1.3
ZNF33A	ZNF33, ZNF11A	2014798, 8464732	KOX5, KOX31, KIAA0065, FLJ23404, ZZAPK
ZNF33B	ZNF11B	2014798	KOX31, KOX2
ZNF33BP1			
ZNF33CP	ZNF33AP1		BA393J16.4
ZNF34		8104631, 2014798	KOX32
ZNF35		2108922, 1572646	HF.10, HF10, Zfp105
ZNF37A		2014798, 8464732	KOX21, ZNF37
ZNF37BP	ZNF37B	2014798, 8464732	KOX21, FLJ23327
ZNF37CP	ZNF37C		
ZNF41		2037297	MGC8941, MRX89
ZNF43	ZNF39L1	1711675	HTF6, KOX27
ZNF44	ZNF58, ZNF55	1946370, 1505991	KOX7, ZNF504
ZNF45	ZNF13	9067431	
ZNF48	ZNF553	1505991	DKFZp762K013, FLJ31751, MGC43952
ZNF56	ZNF742	1505991	
ZNF57	ZNF424	1505991	
ZNF66	ZNF66P	1505991	FLJ16537
ZNF69		1639391	Cos5
ZNF70		1639391	Cos17, MGC48959
ZNF70P1	ZNF314P		dJ1033B10.7, bCX269C15.3
ZNF71		1639391	Cos26, EZFIT
ZNF72P	ZNF72	1639391	Cos8
ZNF73	ZNF186	1639391	hZNF2, Cos12
ZNF74		1639391, 10591208	Cos52, Zfp520, ZNF520
ZNF75A		8661144	FLJ31529
ZNF75BP	ZNF75B	8661144	
ZNF75CP	ZNF75C	8661144	
ZNF75D	ZNF82, ZNF75	1505955	ZKSCAN24, D8C6, ZSCAN28
ZNF76	D6S229E	1427894	Zfp523, ZNF523
ZNF77		8478004	pT1
ZNF79		8478004	pT7
ZNF80		8478004	pT17
ZNF81	MRX45	8507979, 15121780	HFZ20
ZNF83	ZNF816B	8088807	FLJ11015, HPF1
ZNF84			HPF2
ZNF85		2505992	HPF4, HTF1
ZNF90		8467795	HTF9
ZNF90P1	ZNF108, ZNF108P	8467795	
ZNF90P2	ZNF463P		dJ111M5.3
ZNF90P3			
ZNF91		2023909, 2505992	HPF7, HTF10
ZNF92		8467795	HPF12, TF12
ZNF92P1Y			
ZNF92P2			
ZNF93	ZNF505	8467795, 2023909	HPF34, TF34, FLJ12488
ZNF98			ZNF739, F7175
ZNF99	C19orf9		MGC24986
ZNF100		12477932	
ZNF101		11441184	HZF12, DKFZp570I0164
ZNF101P1			
ZNF101P2			
ZNF106	ZFP106		ZNF474, SH3BP3
ZNF107	ZNF588	8467795	ZFD25, smap-7
ZNF112	ZFP112, ZNF228		
ZNF114			MGC17986
ZNF114-AS1			AC008392.1
ZNF114P1			
ZNF117		1427907	HPF9, H-plk
ZNF121	D19S204	8468057	ZHC32, ZNF20
ZNF123P	ZNF123	1339395	HZF-1
ZNF124		7916577	HZF16, HZF-16
ZNF131			ZBTB35, pHZ-10
ZNF132		7557990	pHZ-12
ZNF133	ZNF150	7557990, 7649249	pHZ-13, pHZ-66
ZNF134		7557990	pHZ-15
ZNF135	ZNF61, ZNF78L1	7557990, 1505991	pHZ-17
ZNF136		7557990	pHZ-20
ZNF137P	ZNF137	7557990	pHZ-30
ZNF138			pHZ-32
ZNF140		7557990	pHZ-39
ZNF141	D4S90	8268908	pHZ-44
ZNF142			KIAA0236, pHZ-49
ZNF143			SBF, pHZ-1, STAF
ZNF146		10449921, 8641144	OZF
ZNF148		7557990, 9925940	BERF-1, ZBP-89, BFCOL1, HT-BETA, ZFP148, pHZ-52
ZNF154		7557990	pHZ-92
ZNF155		7557990	pHZ-96
ZNF157		8586441	HZF22
ZNF160		7774943, 7865130	HZF5, F11, KR18, HKr18, FLJ00032, KIAA1611
ZNF165		7490084	ZSCAN7, CT53
ZNF169		9186526, 9071574	MGC51961
ZNF174			ZSCAN8
ZNF175		8838321	OTK18
ZNF177			
ZNF180			HHZ168
ZNF181			HHZ181, MGC44316
ZNF182	ZNF21	8088786, 2014798, 8914609	KOX14, HHZ150, Zfp182
ZNF184			
ZNF185		9268636	SCELL
ZNF189		9653648	
ZNF192P1	ZNF389		dJ265C24.4, ZNF389P
ZNF192P2			
ZNF195		9344677	
ZNF197	ZNF166	9380504, 8353497	P18, D3S1363E, ZKSCAN9, ZSCAN41
ZNF197-AS1			
ZNF200		9288094, 9787081	
ZNF202		9790754	ZKSCAN10, ZSCAN42
ZNF204P	ZNF204, ZNF315P	9628832	b24o18.1, ZNF184-Lp
ZNF205	ZNF210	9787081	Zfp13
ZNF205-AS1		12477932	MGC3771
ZNF207		9799612, 24462186	BuGZ
ZNF208		9724325	PMIDP, ZNF95
ZNF209P	ZNF209	9724325	
ZNF211		7633419, 9096115	ZNF-25, CH2H2-25
ZNF212		9169157	C2H2-150
ZNF213		9653642, 10023065	CR53, ZKSCAN21, ZSCAN53
ZNF213-AS1			
ZNF214			
ZNF215			ZKSCAN11, ZSCAN43
ZNF217		9671742	ZABC1
ZNF219		10819330	
ZNF221			
ZNF222			
ZNF223			
ZNF224	ZNF255, ZNF27		BMZF-2, KOX22
ZNF225			
ZNF226			
ZNF227			
ZNF229			
ZNF230			FDZF2
ZNF232		11311944	ZSCAN11
ZNF233		12743021	FLJ38032
ZNF234	ZNF269	7865130	HZF4
ZNF235	ZNF270, ZFP93	7865130, 9570955	HZF6, ANF270
ZNF236		10458916	
ZNF236-DT			
ZNF239		8903737, 8587123	MOK2, HOK-2
ZNF248		12566394	bA162G10.3
ZNF250	ZNF647	20346131	MGC9718, ZFP647
ZNF251			
ZNF252P	ZNF252		
ZNF252P-AS1	C8orf77	12477932	
ZNF253	ZNF411	10585455	BMZF-1, FLJ90391
ZNF254	ZNF91L, ZNF539	9653160	HD-ZNF1, BMZF-5
ZNF256			BMZF-3
ZNF257		10585455	BMZF-4
ZNF259P1	ZNF259P		354J5
ZNF260			ozrf1, Zfp260
ZNF263		9256059	FPM315, ZKSCAN12, ZSCAN44
ZNF264		9455477	KIAA0412
ZNF266		7865130	HZF1
ZNF267		7865130	HZF2
ZNF268		7865130	HZF3
ZNF271P	ZNF271	7865130, 11777961	HZF7, ZNFEB
ZNF273		7865130	HZF9
ZNF274		10777669	ZKSCAN19, ZSCAN51
ZNF275			
ZNF276	ZFP276	10936049, 20813266	MGC45417, ZNF477, CENPZ, CENP-Z, ZADT
ZNF277	ZNF277P	10860669, 16213364, 16395595	NRIF4
ZNF280A	ZNF280, SUHW1	9074928	3'OY11.1, ZNF636
ZNF280B	ZNF279, SUHW2	9074928	5'OY11.1, ZNF632
ZNF280C	SUHW3	12477932	FLJ20095, ZNF633
ZNF280D	SUHW4	10997877	FLJ20086, ZNF634
ZNF281		10448078	ZBP-99
ZNF282		9396811	HUB1
ZNF283		12743021	
ZNF284		12743021	DKFZp781F1775
ZNF285	ZNF285A		
ZNF285B			
ZNF286A	ZNF286	11347906	KIAA1874
ZNF286B	ZNF286L, ZNF286C		ZNF590
ZNF287			ZKSCAN13, ZSCAN45
ZNF292		9628581	KIAA0530, ZFP292, bA393I2.3, Zn-15, Zn-16
ZNF295-AS1	C21orf121, NCRNA00318	28781691	PRED87
ZNF296	ZNF342	11063263, 14633674	
ZNF299P	ZNF299, ZNF299P1		
ZNF300		14746915	
ZNF300P1		24393131	
ZNF302			ZNF327, ZNF135L, ZNF140L
ZNF304			
ZNF311			
ZNF316			MZF-3, ENST00000305834
ZNF317		10997877, 11688974	
ZNF317P1			
ZNF318		10873617	HRIHFB2436, ZFP318
ZNF319		10718198, 11161788	KIAA1388, Zfp319
ZNF320		11536051	ZFPL, DKFZp686G16228
ZNF321P	ZNF321		MGC35402
ZNF322	ZNF489, ZNF388, HCG12, ZNF322A	15555580	bA457M11.3, bA457M11.2
ZNF322P1	ZNF322, ZNF322B		
ZNF324			ZF5128, ZNF324A
ZNF324B			FLJ45850
ZNF326		22446626	Zfp326, ZAN75, FLJ20403, ZIRD
ZNF329			FLJ12586
ZNF330		11528117, 10593942	NOA36, HSA6591
ZNF331			RITA, ZNF463, ZNF361
ZNF333		12151103	KIAA1806
ZNF334			bA179N14.1
ZNF335		12215545, 19131338	bA465L10.2, NIF-1
ZNF337			dJ694B14.1
ZNF337-AS1			
ZNF341			dJ553F4.3
ZNF341-AS1			
ZNF343			MGC10715
ZNF345		7865130	HZF10
ZNF346		10488071	JAZ, Zfp346
ZNF346-IT1			
ZNF347			ZNF1111
ZNF350		11090615, 11161714	ZBRK1, ZFQR
ZNF350-AS1	HCCAT3		uc002pyc
ZNF354A	TCF17	9465904	KID-1, EZNF, HKL1, KID1
ZNF354B			KID2, FLJ25008
ZNF354C		10786630	KID3
ZNF355P	ZNF834		PRED65
ZNF358			FLJ10390, ZFEND
ZNF362			FLJ25476, lin-29, RN
ZNF365		10048485, 12740763	KIAA0844, UAN
ZNF366			FLJ39796
ZNF367			FLJ33970
ZNF382			FLJ14686, KS1
ZNF383			FLJ35863
ZNF384	TNRC1	9225980, 11149472	CAGH1A, CIZ, NMP4, NP
ZNF385A	ZNF385		DKFZp586G1122, Hzf, ZFP385
ZNF385B	ZNF533	22945289, 23029477	FLJ25270
ZNF385C			
ZNF385D	ZNF659	12477932	FLJ22419
ZNF385D-AS1			
ZNF385D-AS2			
ZNF391			dJ153G14.3
ZNF394		15249231	ZKSCAN14, FLJ12298, ZSCAN46
ZNF395		14625278	PRF-1, HDBP2, PBF, DKFZp434K1210
ZNF396			ZSCAN14, FLJ31213
ZNF397	ZNF47		ZSCAN15, MGC13250
ZNF398		11779858	ZER6, KIAA1339, P51, P71
ZNF402P			
ZNF404			
ZNF407		11214970	FLJ20307, FLJ13839, KIAA1703
ZNF408		15231747	FLJ12827
ZNF410		12370286	APA1, APA-1
ZNF414			MGC15716, Zfp414
ZNF415		14702039	
ZNF415P1			
ZNF416			FLJ20557
ZNF417			MGC34079
ZNF418		11853319	KIAA1956, FLJ31551
ZNF419	ZNF419A	21738768	ZAPHIR
ZNF420			FLJ32191
ZNF423		9872452, 10660046	KIAA0760, OAZ, hOAZ, Ebfaz, Zfp104, NPHP14, JBTS19
ZNF425			
ZNF426			MGC2663
ZNF426-DT			
ZNF428	C19orf37		MGC51082, Zfp428
ZNF429			
ZNF430			FLJ13659
ZNF431		11853319	KIAA1969
ZNF432		9872452	KIAA0798
ZNF433			FLJ40981
ZNF433-AS1			
ZNF436		11214970	KIAA1710, Zfp46
ZNF436-AS1	C1orf213	12477932	FLJ90508
ZNF438			bA330O11.1
ZNF439			DKFZp571K0837
ZNF440			FLJ37933
ZNF441			FLJ38637
ZNF442			FLJ14356
ZNF443		9731181	ZK1
ZNF444		11978792, 19760602	ZSCAN17, FLJ11137, EZF2
ZNF444P1	ZNF864P		
ZNF445	ZNF168	7814019	ZKSCAN15, ZSCAN47
ZNF446			ZKSCAN20, FLJ20626, ZSCAN52
ZNF449			ZSCAN19, FLJ23614
ZNF451		9628581, 26524493	KIAA0576, COASTER, dJ417I1.1, KIAA1702
ZNF451-AS1		29532883	BC032020
ZNF454			FLJ37444
ZNF460	ZNF272	15004467	HZF8
ZNF460-AS1			
ZNF461		11579202, 15004467	GIOT-1, MGC33911
ZNF462			DKFZP762N2316, KIAA1803, Zfp462
ZNF467		12426389	EZI, Zfp467
ZNF468		16144304	
ZNF469		11347906	KIAA1858
ZNF470		15302581	CZF-1, FLJ26175
ZNF471		10718198	KIAA1396, Z1971
ZNF473		11782445	KIAA1141, DKFZP434N043, HZFP100
ZNF474			4933409D10Rik, FLJ32921
ZNF479		11410164	KR19
ZNF480		15219843	MGC32104
ZNF483			ZKSCAN16, KIAA1962, ZSCAN48
ZNF484			BA526D8.4, FLJ33884
ZNF485			
ZNF486	KRBO2		MGC2396
ZNF487	KRBO1, ZNF487P		
ZNF488			FLJ32104
ZNF490			KIAA1198
ZNF491			FLJ34791
ZNF492	ZNF115	10819331	KIAA1473
ZNF493			FLJ36504
ZNF496		12477932	ZKSCAN17, MGC15548, ZSCAN49
ZNF497			FLJ44773
ZNF500		9628581	ZKSCAN18, KIAA0557, ZSCAN50
ZNF501	ZNF52	1505991	MGC21738
ZNF502			FLJ14855, FLJ12515
ZNF503		19014486	FLJ45745, MGC2555, Nlz2
ZNF503-AS1		28880276	
ZNF503-AS2	C10orf41, NCRNA00245		
ZNF506			DKFZp761G1812
ZNF507			KIAA1084
ZNF510		10231032	KIAA0972
ZNF511		21540836	MGC30006
ZNF511-PRAP1		21540836	
ZNF512		11347906	KIAA1805
ZNF512B		10574462	GM632, MGC149845, MGC149846
ZNF513		20797688	FLJ32203, RP58
ZNF514			FLJ14457
ZNF516		9039502	HsT287, KIAA0222
ZNF517			
ZNF518A	ZNF518	9205841	KIAA0335
ZNF518B		11214970	KIAA1729
ZNF519		12477932	HsT2362, FLJ36809
ZNF519P1			
ZNF519P2			
ZNF519P3			
ZNF519P4			
ZNF521		11984006, 14630787	EHZF, Evi3
ZNF524		12477932	MGC23143
ZNF525		11853319	KIAA1979
ZNF526		11853319	KIAA1951, MGC4267
ZNF527		11347906	KIAA1829
ZNF528		11347906	KIAA1827
ZNF528-AS1			
ZNF529		10997877	KIAA1615
ZNF529-AS1			
ZNF530		10819331	KIAA1508
ZNF532		10997877	FLJ10697
ZNF534	KRBO3		FLJ25344
ZNF536		9205841	KIAA0390
ZNF540			DKFZp547B0714
ZNF541		11230166	DKFZp434I1930
ZNF542P	ZNF542		DKFZp686B2197
ZNF543			DKFZp434H055
ZNF544			AF020591
ZNF546	ZNF49	12477932	MGC43537
ZNF547			FLJ31100
ZNF548		12477932	FLJ32932
ZNF549		12477932	FLJ34917
ZNF550		12477932	MGC41917
ZNF551			DKFZp686H1038
ZNF552			FLJ21603
ZNF554		12477932	FLJ34817
ZNF555		12477932	MGC26707
ZNF556		12477932	FLJ11637
ZNF557		12477932	MGC4054
ZNF558			FLJ30932
ZNF559		12477932	MGC13105
ZNF559-ZNF177			
ZNF560			FLJ31986
ZNF561		12477932	MGC45408
ZNF561-AS1	C19orf82		
ZNF562			FLJ20079
ZNF563			FLJ34797
ZNF564			MGC26914
ZNF565			FLJ36991
ZNF566		12477932	FLJ14779, MGC12515
ZNF567		12477932	MGC45586
ZNF568			DKFZp686B0797
ZNF569		16793018	FLJ32053, ZAP1
ZNF570			FLJ30791
ZNF571		11042152	HSPC059
ZNF571-AS1			
ZNF572			FLJ38002
ZNF573		12477932	FLJ30921
ZNF574		12477932	FLJ22059
ZNF575			FLJ32567
ZNF576		12477932	MGC2508
ZNF577		12477932	MGC4400
ZNF578			FLJ31384
ZNF579			FLJ35453
ZNF580		21599657	
ZNF581		11042152	HSPC189, FLJ22550
ZNF582		22815913	FLJ30927
ZNF582-AS1		12477932	
ZNF583			FLJ31030
ZNF584			FLJ39899
ZNF585A		12477932	FLJ23765
ZNF585B		12477932	FLJ14928, SZFP41
ZNF586		12477932	FLJ20070
ZNF587		10520746	ZF6, FLJ14710, UBF-fl, FLJ20813
ZNF587B			
ZNF587P1			
ZNF589		10029171	SZF1
ZNF592	SCAR5	9039502, 12030328, 20531441	KIAA0211, CAMOS
ZNF593		9115366	ZT86
ZNF594		11347906	KIAA1871
ZNF595		12477932	FLJ31740
ZNF596		12477932	
